L,margin_rho_over_chi,discount_tau_over_rho,beta_concentration,key,seed,waste_base,waste_tgtg,delta_waste,profit_base,profit_tgtg,delta_profit,prod_base,prod_tgtg,delta_prod,b_star,waste_base_per_day,waste_tgtg_per_day,delta_waste_per_day,prod_base_per_day,prod_tgtg_per_day,delta_prod_per_day
4,2.5,0.7,3.0,L=4|m=2.5|d=0.7|c=3.0,5068,1513.75,373.6,-1140.15,143.3125,456.0700000000001,312.75750000000005,7300.0,28000.0,20700.0,0.8711110057290725,30.275,7.472,-22.803,146.0,560.0,414.0
4,2.5,0.5,100.0,L=4|m=2.5|d=0.5|c=100.0,5055,380.15,157.95,-222.2,268.99249999999995,355.8525,86.86000000000007,9600.0,28000.0,18400.0,0.6803844819485731,7.603,3.159,-4.444,192.0,560.0,368.0
4,2.5,0.7,5.0,L=4|m=2.5|d=0.7|c=5.0,5081,1222.3,375.6,-846.6999999999999,175.885,474.72,298.835,7900.0,28000.0,20100.0,0.8260498915920896,24.446,7.512,-16.933999999999997,158.0,560.0,402.0
4,2.5,0.7,10.0,L=4|m=2.5|d=0.7|c=10.0,5094,1325.15,414.45,-910.7,217.2425,503.5275,286.285,9450.0,28000.0,18550.0,0.7530122327179514,26.503,8.289,-18.214,189.0,560.0,371.0
4,2.5,0.7,20.0,L=4|m=2.5|d=0.7|c=20.0,5107,1038.7,314.6,-724.1,240.565,522.0200000000001,281.4550000000001,9750.0,28000.0,18250.0,0.7197890675194908,20.774,6.292000000000001,-14.482,195.0,560.0,365.0
4,2.5,0.7,50.0,L=4|m=2.5|d=0.7|c=50.0,5120,458.65,105.6,-353.04999999999995,259.0675,533.97,274.90250000000003,9400.0,28000.0,18600.0,0.7178253964753851,9.173,2.112,-7.060999999999999,188.0,560.0,372.0
4,2.5,0.7,100.0,L=4|m=2.5|d=0.7|c=100.0,5133,339.0,170.2,-168.8,268.05,547.24,279.19,9500.0,28000.0,18500.0,0.6772667947331781,6.78,3.404,-3.3760000000000003,190.0,560.0,370.0
4,3.0,0.15,3.0,L=4|m=3.0|d=0.15|c=3.0,5146,1798.65,1836.5,37.84999999999991,210.081,211.81000000000003,1.7290000000000418,7950.0,8050.0,100.0,0.0,35.973,36.73,0.7569999999999982,159.0,161.0,2.0
4,3.0,0.15,5.0,L=4|m=3.0|d=0.15|c=5.0,5159,1395.85,1434.6,38.75,252.249,253.92400000000004,1.6750000000000682,8400.0,8500.0,100.0,0.0,27.917,28.692,0.775,168.0,170.0,2.0
4,3.0,0.15,10.0,L=4|m=3.0|d=0.15|c=10.0,5172,1197.65,1199.8,2.149999999999864,294.141,294.01200000000006,-0.1289999999999054,9150.0,9150.0,0.0,0.0,23.953000000000003,23.996,0.0429999999999972,183.0,183.0,0.0
4,3.0,0.15,20.0,L=4|m=3.0|d=0.15|c=20.0,5185,715.9,696.15,-19.75,321.04599999999994,320.231,-0.8149999999999409,9100.0,9050.0,-50.0,0.0,14.318,13.923,-0.395,182.0,181.0,-1.0
4,3.0,0.15,50.0,L=4|m=3.0|d=0.15|c=50.0,5198,483.5,548.4,64.89999999999998,348.99,351.096,2.1059999999999945,9450.0,9600.0,150.0,0.0,9.67,10.968,1.2979999999999996,189.0,192.0,3.0
4,3.0,0.25,3.0,L=4|m=3.0|d=0.25|c=3.0,5224,1808.05,1697.3,-110.75,205.517,202.162,-3.3549999999999613,7850.0,7600.0,-250.0,0.0,36.161,33.946,-2.215,157.0,152.0,-5.0
4,3.0,0.15,100.0,L=4|m=3.0|d=0.15|c=100.0,5211,293.45,306.5,13.050000000000011,358.393,359.61,1.2170000000000414,9400.0,9450.0,50.0,0.0,5.869,6.13,0.2610000000000002,188.0,189.0,1.0
4,3.0,0.25,5.0,L=4|m=3.0|d=0.25|c=5.0,5237,1487.05,1529.2,42.15000000000009,256.777,258.248,1.4710000000000036,8650.0,8750.0,100.0,0.0,29.741,30.584,0.8430000000000019,173.0,175.0,2.0
4,3.0,0.25,10.0,L=4|m=3.0|d=0.25|c=10.0,5250,1842.35,1601.8,-240.54999999999995,301.45899999999995,301.89200000000005,0.4330000000001064,10300.0,9950.0,-350.0,0.0,36.847,32.036,-4.810999999999999,206.0,199.0,-7.0
4,3.0,0.25,20.0,L=4|m=3.0|d=0.25|c=20.0,5263,671.85,669.25,-2.6000000000000227,321.689,321.845,0.1560000000000059,9050.0,9050.0,0.0,0.0,13.437,13.385,-0.0520000000000004,181.0,181.0,0.0
4,3.0,0.25,50.0,L=4|m=3.0|d=0.25|c=50.0,5276,372.75,587.45,214.70000000000005,347.63500000000005,353.503,5.867999999999938,9250.0,10000.0,750.0,0.0269222436543585,7.455,11.749,4.2940000000000005,185.0,200.0,15.0
4,3.0,0.25,100.0,L=4|m=3.0|d=0.25|c=100.0,5289,372.15,349.3,-22.84999999999997,361.671,361.042,-0.6290000000000191,9600.0,9550.0,-50.0,0.0,7.443,6.986000000000001,-0.4569999999999993,192.0,191.0,-1.0
4,3.0,0.35,3.0,L=4|m=3.0|d=0.35|c=3.0,5302,2417.7,2391.6,-26.09999999999991,226.938,247.004,20.06600000000003,9300.0,27800.0,18500.0,0.6672251091589682,48.354,47.832,-0.5219999999999981,186.0,556.0,370.0
4,3.0,0.35,5.0,L=4|m=3.0|d=0.35|c=5.0,5315,1642.5,1376.35,-266.1500000000001,255.45000000000005,264.169,8.718999999999937,8850.0,26950.0,18100.0,0.6966446961281955,32.85,27.527,-5.323000000000002,177.0,539.0,362.0
4,3.0,0.35,10.0,L=4|m=3.0|d=0.35|c=10.0,5328,1105.6,1040.85,-64.75,289.664,306.7989999999999,17.134999999999934,8900.0,28000.0,19100.0,0.6878689839651373,22.112,20.817,-1.295,178.0,560.0,382.0
4,3.0,0.35,20.0,L=4|m=3.0|d=0.35|c=20.0,5341,1032.7,979.6,-53.10000000000002,332.03799999999995,349.3240000000002,17.28600000000023,9850.0,27850.0,18000.0,0.6510756234068218,20.654,19.592,-1.0620000000000005,197.0,557.0,360.0
4,3.0,0.35,50.0,L=4|m=3.0|d=0.35|c=50.0,5354,503.85,473.95,-29.900000000000038,351.769,369.9629999999999,18.193999999999846,9550.0,27900.0,18350.0,0.659593257638764,10.077,9.479,-0.5980000000000006,191.0,558.0,367.0
4,3.0,0.5,3.0,L=4|m=3.0|d=0.5|c=3.0,5380,1924.1,1349.5,-574.5999999999999,216.55399999999997,407.53,190.97600000000008,8300.0,28000.0,19700.0,0.7520158466255813,38.482,26.99,-11.491999999999996,166.0,560.0,394.0
4,3.0,0.35,100.0,L=4|m=3.0|d=0.35|c=100.0,5367,226.05,274.6,48.55000000000001,360.437,382.024,21.58699999999999,9350.0,28000.0,18650.0,0.6615000347472514,4.521,5.492000000000001,0.9710000000000002,187.0,560.0,373.0
4,3.0,0.5,5.0,L=4|m=3.0|d=0.5|c=5.0,5393,1555.1,538.75,-1016.35,254.69400000000005,417.175,162.48099999999997,8700.0,28000.0,19300.0,0.7991241632848526,31.102,10.775,-20.327,174.0,560.0,386.0
4,3.0,0.5,10.0,L=4|m=3.0|d=0.5|c=10.0,5406,1167.65,792.3,-375.35000000000014,287.941,472.4620000000001,184.52100000000013,8950.0,28000.0,19050.0,0.7157325786964126,23.353,15.845999999999998,-7.507000000000002,179.0,560.0,381.0
4,3.0,0.5,20.0,L=4|m=3.0|d=0.5|c=20.0,5419,669.95,336.5,-333.45000000000005,323.803,499.81,176.00699999999995,9100.0,28000.0,18900.0,0.7160406053176399,13.399,6.73,-6.6690000000000005,182.0,560.0,378.0
4,3.0,0.5,50.0,L=4|m=3.0|d=0.5|c=50.0,5432,608.4,403.5,-204.9,351.49600000000004,533.29,181.79399999999995,9700.0,28000.0,18300.0,0.6711763432462439,12.168,8.07,-4.098,194.0,560.0,366.0
4,3.0,0.7,3.0,L=4|m=3.0|d=0.7|c=3.0,5458,1952.0,542.65,-1409.35,216.88,660.6410000000004,443.7610000000004,8350.0,27950.0,19600.0,0.8452260439887148,39.04,10.853,-28.187,167.0,559.0,392.0
4,3.0,0.5,100.0,L=4|m=3.0|d=0.5|c=100.0,5445,738.5,190.95,-547.55,361.69,543.043,181.3530000000001,10150.0,28000.0,17850.0,0.6747597122021801,14.77,3.819,-10.951,203.0,560.0,357.0
4,3.0,0.7,5.0,L=4|m=3.0|d=0.7|c=5.0,5471,2087.65,109.45,-1978.2,264.74100000000004,664.3330000000005,399.5920000000005,9750.0,28000.0,18250.0,0.8911701616286668,41.753,2.189,-39.564,195.0,560.0,365.0
4,3.0,0.7,10.0,L=4|m=3.0|d=0.7|c=10.0,5484,1370.65,625.0,-745.6500000000001,293.761,714.4000000000007,420.63900000000064,9400.0,28000.0,18600.0,0.7318732488437995,27.413,12.5,-14.913000000000002,188.0,560.0,372.0
4,3.0,0.7,20.0,L=4|m=3.0|d=0.7|c=20.0,5497,1003.25,182.95,-820.3,331.80499999999995,734.6229999999993,402.8179999999993,9800.0,28000.0,18200.0,0.7433475226927581,20.065,3.659,-16.406,196.0,560.0,364.0
4,3.0,0.7,50.0,L=4|m=3.0|d=0.7|c=50.0,5510,577.55,147.85,-429.69999999999993,347.34700000000004,754.5290000000007,407.18200000000064,9550.0,27950.0,18400.0,0.705316451224854,11.550999999999998,2.957,-8.594,191.0,559.0,368.0
4,3.0,0.7,100.0,L=4|m=3.0|d=0.7|c=100.0,5523,419.35,114.05,-305.3,362.839,767.5570000000007,404.7180000000007,9700.0,28000.0,18300.0,0.6862069659732695,8.387,2.281,-6.106,194.0,560.0,366.0
4,3.6,0.15,3.0,L=4|m=3.6|d=0.15|c=3.0,5536,2277.3,2225.65,-51.65000000000009,296.23440000000016,294.7532,-1.4812000000001715,8850.0,8750.0,-100.0,0.0,45.54600000000001,44.513000000000005,-1.033000000000002,177.0,175.0,-2.0
4,3.6,0.15,5.0,L=4|m=3.6|d=0.15|c=5.0,5549,1925.2,2352.7,427.4999999999998,352.7856,355.8056000000001,3.0200000000001523,9450.0,10100.0,650.0,0.0,38.504,47.054,8.549999999999995,189.0,202.0,13.0
4,3.6,0.15,10.0,L=4|m=3.6|d=0.15|c=10.0,5562,1377.1,1738.95,361.85000000000014,397.4488,405.1956,7.746799999999951,9550.0,10200.0,650.0,0.0,27.542,34.779,7.237000000000003,191.0,204.0,13.0
4,3.6,0.15,20.0,L=4|m=3.6|d=0.15|c=20.0,5575,1196.5,891.95,-304.54999999999995,439.052,432.3795999999999,-6.672400000000152,10100.0,9550.0,-550.0,0.0,23.93,17.839000000000002,-6.090999999999999,202.0,191.0,-11.0
4,3.6,0.15,50.0,L=4|m=3.6|d=0.15|c=50.0,5588,526.35,498.5,-27.850000000000023,461.3028000000002,458.108,-3.194800000000214,9600.0,9500.0,-100.0,0.0,10.527,9.97,-0.5570000000000005,192.0,190.0,-2.0
4,3.6,0.25,3.0,L=4|m=3.6|d=0.25|c=3.0,5614,2350.3,2152.35,-197.95000000000027,309.1783999999999,302.6308000000001,-6.547599999999818,9200.0,8800.0,-400.0,0.0,47.006,43.047,-3.959000000000005,184.0,176.0,-8.0
4,3.6,0.15,100.0,L=4|m=3.6|d=0.15|c=100.0,5601,454.65,408.25,-46.39999999999998,479.4652000000002,477.6060000000001,-1.8592000000001576,9850.0,9750.0,-100.0,0.0,9.093,8.165,-0.9279999999999996,197.0,195.0,-2.0
4,3.6,0.25,5.0,L=4|m=3.6|d=0.25|c=5.0,5627,1880.9,1903.9,23.0,358.57520000000005,357.6192000000002,-0.9559999999998468,9500.0,10500.0,1000.0,0.0925071401407214,37.618,38.078,0.46,190.0,210.0,20.0
4,3.6,0.25,10.0,L=4|m=3.6|d=0.25|c=10.0,5640,1139.4,1298.35,158.94999999999982,401.5632,405.71880000000016,4.15560000000022,9300.0,9600.0,300.0,0.0,22.788,25.967,3.1789999999999963,186.0,192.0,6.0
4,3.6,0.25,20.0,L=4|m=3.6|d=0.25|c=20.0,5653,815.55,755.35,-60.19999999999993,430.0803999999998,426.6148,-3.4655999999998244,9400.0,9250.0,-150.0,0.0,16.311,15.107,-1.2039999999999986,188.0,185.0,-3.0
4,3.6,0.25,50.0,L=4|m=3.6|d=0.25|c=50.0,5666,560.7,576.85,16.149999999999977,461.4295999999998,459.66680000000014,-1.762799999999686,9650.0,11300.0,1650.0,0.1453291879357334,11.214,11.537,0.3229999999999995,193.0,226.0,33.0
4,3.6,0.35,3.0,L=4|m=3.6|d=0.35|c=3.0,5692,2031.65,1486.9,-544.75,293.1211999999999,359.90319999999974,66.78199999999987,8450.0,25000.0,16550.0,0.7138457893016801,40.633,29.738000000000003,-10.895,169.0,500.0,331.0
4,3.6,0.25,100.0,L=4|m=3.6|d=0.25|c=100.0,5679,438.15,420.95,-17.19999999999999,478.0532,476.6916,-1.36160000000001,9800.0,9750.0,-50.0,0.0,8.763,8.419,-0.3439999999999997,196.0,195.0,-1.0
4,3.6,0.35,5.0,L=4|m=3.6|d=0.35|c=5.0,5705,2014.05,1430.95,-583.0999999999999,346.3883999999999,426.33160000000015,79.94320000000027,9450.0,28000.0,18550.0,0.7082856989865025,40.281,28.619,-11.662,189.0,560.0,371.0
4,3.6,0.35,10.0,L=4|m=3.6|d=0.35|c=10.0,5718,1327.2,1143.2,-184.0,398.4416,489.1695999999999,90.7279999999999,9500.0,28000.0,18500.0,0.67545127119965,26.544,22.864,-3.68,190.0,560.0,370.0
4,3.6,0.35,20.0,L=4|m=3.6|d=0.35|c=20.0,5731,1223.65,1019.25,-204.4000000000001,444.8972,535.5339999999999,90.63679999999988,10250.0,28000.0,17750.0,0.6477342318591771,24.473000000000003,20.385,-4.088000000000002,205.0,560.0,355.0
4,3.6,0.35,50.0,L=4|m=3.6|d=0.35|c=50.0,5744,883.95,518.65,-365.30000000000007,471.9555999999999,559.8772000000002,87.92160000000035,10300.0,28000.0,17700.0,0.6561005992427655,17.679000000000002,10.373,-7.306000000000001,206.0,560.0,354.0
4,3.6,0.5,3.0,L=4|m=3.6|d=0.5|c=3.0,5770,2329.35,839.35,-1490.0,302.8868000000001,578.3667999999997,275.4799999999996,9050.0,28000.0,18950.0,0.8120977385713286,46.587,16.787,-29.8,181.0,560.0,379.0
4,3.6,0.35,100.0,L=4|m=3.6|d=0.35|c=100.0,5757,351.5,307.75,-43.75,476.4919999999997,570.3820000000003,93.89000000000055,9650.0,28000.0,18350.0,0.6604073638219217,7.03,6.155,-0.875,193.0,560.0,367.0
4,3.6,0.5,5.0,L=4|m=3.6|d=0.5|c=5.0,5783,2404.05,1420.45,-983.6,370.3084,649.1276000000003,278.81920000000025,10450.0,27950.0,17500.0,0.699052801742933,48.081,28.409,-19.672000000000004,209.0,559.0,350.0
4,3.6,0.5,10.0,L=4|m=3.6|d=0.5|c=10.0,5796,1561.95,608.2,-953.75,404.9396,675.4096000000003,270.47000000000025,9950.0,27850.0,17900.0,0.7284779662300048,31.239,12.164,-19.075,199.0,557.0,358.0
4,3.6,0.5,20.0,L=4|m=3.6|d=0.5|c=20.0,5809,1150.85,698.1,-452.7499999999999,437.1388,723.5367999999999,286.39799999999985,10000.0,28000.0,18000.0,0.6775605599851968,23.017,13.962,-9.054999999999998,200.0,560.0,360.0
4,3.6,0.5,50.0,L=4|m=3.6|d=0.5|c=50.0,5822,693.9,487.4,-206.5,462.23920000000015,753.1071999999999,290.86799999999977,9850.0,28000.0,18150.0,0.6625212634913609,13.878,9.748,-4.13,197.0,560.0,363.0
4,3.6,0.7,3.0,L=4|m=3.6|d=0.7|c=3.0,5848,2736.2,216.35,-2519.85,309.9935999999999,884.1828000000002,574.1892000000003,9750.0,27750.0,18000.0,0.907573858528228,54.724,4.327,-50.397,195.0,555.0,360.0
4,3.6,0.5,100.0,L=4|m=3.6|d=0.5|c=100.0,5835,519.15,271.8,-247.35,474.82120000000015,766.8304000000005,292.0092000000004,9850.0,28000.0,18150.0,0.6648532811640913,10.383,5.436,-4.946999999999999,197.0,560.0,363.0
4,3.6,0.7,5.0,L=4|m=3.6|d=0.7|c=5.0,5861,2132.05,392.65,-1739.4,353.4924,929.8492000000006,576.3568000000006,9750.0,28000.0,18250.0,0.8244847713998015,42.641000000000005,7.853,-34.788000000000004,195.0,560.0,365.0
4,3.6,0.7,10.0,L=4|m=3.6|d=0.7|c=10.0,5874,1444.05,135.0,-1309.05,400.42840000000007,950.5599999999996,550.1315999999997,9700.0,28000.0,18300.0,0.8196532643212601,28.881,2.7,-26.181,194.0,560.0,366.0
4,3.6,0.7,20.0,L=4|m=3.6|d=0.7|c=20.0,5887,953.75,338.15,-615.6,425.33,994.2531999999994,568.9231999999994,9500.0,28000.0,18500.0,0.724025834766127,19.075,6.763,-12.312,190.0,560.0,370.0
4,3.6,0.7,50.0,L=4|m=3.6|d=0.7|c=50.0,5900,585.5,201.95,-383.55,457.04400000000015,1020.2596000000004,563.2156000000004,9600.0,28000.0,18400.0,0.6981936623776125,11.71,4.039,-7.671,192.0,560.0,368.0
4,3.6,0.7,100.0,L=4|m=3.6|d=0.7|c=100.0,5913,522.85,105.7,-417.15,477.1547999999999,1031.5096000000003,554.3548000000006,9900.0,28000.0,18100.0,0.689501167992813,10.457,2.114,-8.343,198.0,560.0,362.0
5,1.6,0.15,3.0,L=5|m=1.6|d=0.15|c=3.0,5926,512.45,479.15,-33.30000000000007,33.40159999999999,32.06720000000002,-1.3343999999999667,4150.0,3950.0,-200.0,0.0118023280490486,10.249,9.583,-0.6660000000000014,83.0,79.0,-4.0
5,1.6,0.15,5.0,L=5|m=1.6|d=0.15|c=5.0,5939,435.1,662.6,227.5,45.476800000000026,49.59680000000001,4.119999999999983,4950.0,5900.0,950.0,0.0,8.702,13.252,4.55,99.0,118.0,19.0
5,1.6,0.15,10.0,L=5|m=1.6|d=0.15|c=10.0,5952,866.55,898.95,32.40000000000009,72.47039999999997,68.2336,-4.236799999999974,8350.0,8650.0,300.0,0.0311536301021498,17.331,17.979,0.6480000000000018,167.0,173.0,6.0
5,1.6,0.15,20.0,L=5|m=1.6|d=0.15|c=20.0,5965,375.5,301.8,-73.69999999999999,82.18399999999994,80.94239999999998,-1.2415999999999627,7850.0,7550.0,-300.0,0.0,7.51,6.0360000000000005,-1.4739999999999998,157.0,151.0,-6.0
5,1.6,0.15,50.0,L=5|m=1.6|d=0.15|c=50.0,5978,185.65,257.7,72.04999999999998,96.65920000000004,97.95359999999997,1.294399999999925,8550.0,8850.0,300.0,0.0,3.713,5.154,1.4409999999999996,171.0,177.0,6.0
5,1.6,0.15,100.0,L=5|m=1.6|d=0.15|c=100.0,5991,138.5,138.5,0.0,103.56799999999998,103.56799999999998,0.0,9000.0,9000.0,0.0,0.0002582668050903,2.77,2.77,0.0,180.0,180.0,0.0
5,1.6,0.25,3.0,L=5|m=1.6|d=0.25|c=3.0,6004,825.85,812.1,-13.75,35.97280000000002,37.0128,1.0399999999999778,5200.0,5250.0,50.0,0.0020578891709831,16.517,16.242,-0.275,104.0,105.0,1.0
5,1.6,0.25,5.0,L=5|m=1.6|d=0.25|c=5.0,6017,386.9,393.35,6.4500000000000455,49.4192,49.2128,-0.2064000000000021,5150.0,5150.0,0.0,0.0,7.737999999999999,7.867000000000001,0.1290000000000009,103.0,103.0,0.0
5,1.6,0.25,10.0,L=5|m=1.6|d=0.25|c=10.0,6030,480.45,477.3,-3.1499999999999773,66.22559999999997,66.32639999999996,0.1007999999999924,6800.0,6800.0,0.0,0.0,9.609,9.546,-0.0629999999999995,136.0,136.0,0.0
5,1.6,0.25,20.0,L=5|m=1.6|d=0.25|c=20.0,6043,411.85,398.35,-13.5,82.82079999999999,82.65280000000006,-0.1679999999999353,8000.0,7950.0,-50.0,0.0,8.237,7.967,-0.27,160.0,159.0,-1.0
5,1.6,0.25,50.0,L=5|m=1.6|d=0.25|c=50.0,6056,182.65,170.65,-12.0,96.1552,95.33920000000008,-0.8159999999999314,8500.0,8400.0,-100.0,0.0,3.653,3.4130000000000003,-0.24,170.0,168.0,-2.0
5,1.6,0.25,100.0,L=5|m=1.6|d=0.25|c=100.0,6069,111.55,122.45,10.900000000000006,102.63039999999994,102.88160000000008,0.2512000000001393,8850.0,8900.0,50.0,0.0,2.231,2.449,0.2180000000000001,177.0,178.0,1.0
5,1.6,0.35,3.0,L=5|m=1.6|d=0.35|c=3.0,6082,706.7,592.9,-113.80000000000008,37.3856,33.86719999999998,-3.518400000000021,5000.0,4750.0,-250.0,0.0449661264214667,14.134,11.858,-2.2760000000000016,100.0,95.0,-5.0
5,1.6,0.35,5.0,L=5|m=1.6|d=0.35|c=5.0,6095,545.85,476.75,-69.10000000000002,54.5328,53.74400000000001,-0.7887999999999877,6000.0,5750.0,-250.0,0.0,10.917,9.535,-1.3820000000000006,120.0,115.0,-5.0
5,1.6,0.35,10.0,L=5|m=1.6|d=0.35|c=10.0,6108,456.6,376.15,-80.45000000000005,71.78880000000007,68.9632,-2.8256000000000654,7200.0,6750.0,-450.0,0.0,9.132,7.523,-1.6090000000000009,144.0,135.0,-9.0
5,1.6,0.35,20.0,L=5|m=1.6|d=0.35|c=20.0,6121,248.35,323.7,75.35,82.05279999999999,83.84159999999994,1.7887999999999522,7500.0,7850.0,350.0,0.0,4.967,6.474,1.507,150.0,157.0,7.0
5,1.6,0.35,50.0,L=5|m=1.6|d=0.35|c=50.0,6134,167.55,168.05,0.5,96.03840000000002,95.42240000000008,-0.615999999999957,8450.0,8400.0,-50.0,0.0,3.3510000000000004,3.361,0.01,169.0,168.0,-1.0
5,1.6,0.5,3.0,L=5|m=1.6|d=0.5|c=3.0,6160,449.3,383.75,-65.55000000000001,32.42239999999999,30.920000000000016,-1.502399999999973,3900.0,3600.0,-300.0,0.0,8.986,7.675,-1.3110000000000002,78.0,72.0,-6.0
5,1.6,0.35,100.0,L=5|m=1.6|d=0.35|c=100.0,6147,103.8,131.1,27.3,102.2784,103.2048,0.926400000000001,8800.0,8950.0,150.0,0.0,2.076,2.622,0.5459999999999999,176.0,179.0,3.0
5,1.6,0.5,5.0,L=5|m=1.6|d=0.5|c=5.0,6173,464.8,461.45,-3.3500000000000227,51.1264,50.63360000000004,-0.492799999999967,5500.0,5450.0,-50.0,0.0,9.296,9.229,-0.0670000000000004,110.0,109.0,-1.0
5,1.6,0.5,10.0,L=5|m=1.6|d=0.5|c=10.0,6186,346.3,347.0,0.6999999999999886,69.31840000000004,69.09599999999996,-0.2224000000000785,6700.0,6750.0,50.0,0.0111364685886338,6.926,6.94,0.0139999999999997,134.0,135.0,1.0
5,1.6,0.5,20.0,L=5|m=1.6|d=0.5|c=20.0,6199,366.8,368.45,1.6499999999999773,83.06240000000005,83.00960000000006,-0.0527999999999906,7900.0,7900.0,0.0,0.0,7.336,7.369,0.0329999999999995,158.0,158.0,0.0
5,1.6,0.5,50.0,L=5|m=1.6|d=0.5|c=50.0,6212,154.45,146.1,-8.349999999999994,95.85760000000006,95.52479999999994,-0.3328000000001196,8400.0,8350.0,-50.0,0.0,3.089,2.922,-0.1669999999999999,168.0,167.0,-1.0
5,1.6,0.7,3.0,L=5|m=1.6|d=0.7|c=3.0,6238,548.55,386.75,-161.79999999999995,33.4464,105.58399999999996,72.13759999999998,4250.0,34950.0,30700.0,0.8995833236292501,10.970999999999998,7.735,-3.235999999999999,85.0,699.0,614.0
5,1.6,0.5,100.0,L=5|m=1.6|d=0.5|c=100.0,6225,140.35,109.95,-30.39999999999999,104.10880000000002,103.28160000000008,-0.827199999999948,9050.0,8900.0,-150.0,0.0,2.807,2.199,-0.6079999999999999,181.0,178.0,-3.0
5,1.6,0.7,5.0,L=5|m=1.6|d=0.7|c=5.0,6251,584.45,335.6,-248.85,48.4976,115.98079999999996,67.48319999999995,5600.0,35000.0,29400.0,0.87317913343189,11.689,6.712000000000001,-4.977,112.0,700.0,588.0
5,1.6,0.7,10.0,L=5|m=1.6|d=0.7|c=10.0,6264,549.5,363.6,-185.9,68.81600000000006,133.80480000000017,64.98880000000011,7200.0,35000.0,27800.0,0.817294377323594,10.99,7.272,-3.718,144.0,700.0,556.0
5,1.6,0.7,20.0,L=5|m=1.6|d=0.7|c=20.0,6277,412.5,305.05,-107.45,85.80000000000001,149.3583999999999,63.55839999999989,8250.0,34900.0,26650.0,0.775544548915638,8.25,6.101,-2.149,165.0,698.0,533.0
5,1.6,0.7,50.0,L=5|m=1.6|d=0.7|c=50.0,6290,266.75,100.25,-166.5,97.064,157.11199999999982,60.04799999999982,8800.0,35000.0,26200.0,0.77394457255862,5.335,2.005,-3.33,176.0,700.0,524.0
5,1.6,0.7,100.0,L=5|m=1.6|d=0.7|c=100.0,6303,101.0,77.75,-23.25,101.768,164.07199999999978,62.303999999999775,8750.0,35000.0,26250.0,0.7556755588451514,2.02,1.555,-0.465,175.0,700.0,525.0
5,2.0,0.15,3.0,L=5|m=2.0|d=0.15|c=3.0,6316,1152.25,1209.55,57.29999999999996,84.91,85.61800000000001,0.7080000000000126,6550.0,6700.0,150.0,0.0,23.045,24.191,1.145999999999999,131.0,134.0,3.0
5,2.0,0.15,5.0,L=5|m=2.0|d=0.15|c=5.0,6329,1011.6,965.3,-46.30000000000007,112.536,111.388,-1.147999999999996,7650.0,7500.0,-150.0,0.0019720132600793,20.232,19.306,-0.9260000000000014,153.0,150.0,-3.0
5,2.0,0.15,10.0,L=5|m=2.0|d=0.15|c=10.0,6342,523.9,547.0,23.100000000000023,128.044,129.12000000000003,1.0760000000000218,7450.0,7550.0,100.0,0.0,10.478,10.94,0.4620000000000004,149.0,151.0,2.0
5,2.0,0.15,20.0,L=5|m=2.0|d=0.15|c=20.0,6355,539.85,467.6,-72.25,150.406,148.296,-2.1100000000000136,8600.0,8350.0,-250.0,0.0,10.797,9.352,-1.445,172.0,167.0,-5.0
5,2.0,0.15,50.0,L=5|m=2.0|d=0.15|c=50.0,6368,380.6,415.05,34.44999999999999,166.776,167.39800000000002,0.6220000000000141,9100.0,9200.0,100.0,0.0,7.612,8.301,0.6889999999999997,182.0,184.0,2.0
5,2.0,0.15,100.0,L=5|m=2.0|d=0.15|c=100.0,6381,168.55,198.95,30.399999999999977,175.25799999999998,176.042,0.7840000000000202,9100.0,9200.0,100.0,0.0,3.3710000000000004,3.979,0.6079999999999995,182.0,184.0,2.0
5,2.0,0.25,3.0,L=5|m=2.0|d=0.25|c=3.0,6394,1604.6,973.8,-630.8,70.816,74.048,3.2319999999999998,6750.0,5650.0,-1100.0,0.0,32.092,19.476,-12.616,135.0,113.0,-22.0
5,2.0,0.25,5.0,L=5|m=2.0|d=0.25|c=5.0,6407,682.9,657.75,-25.149999999999977,95.684,94.69,-0.9939999999999998,6150.0,6050.0,-100.0,0.0,13.658,13.155,-0.5029999999999996,123.0,121.0,-2.0
5,2.0,0.25,10.0,L=5|m=2.0|d=0.25|c=10.0,6420,771.25,753.7,-17.549999999999955,127.15,126.85199999999998,-0.2980000000000302,7900.0,7850.0,-50.0,0.0,15.425,15.074000000000002,-0.3509999999999991,158.0,157.0,-1.0
5,2.0,0.25,20.0,L=5|m=2.0|d=0.25|c=20.0,6433,716.15,765.75,49.60000000000002,154.35399999999998,154.37,0.0160000000000195,9150.0,9250.0,100.0,0.0,14.323,15.315,0.9920000000000004,183.0,185.0,2.0
5,2.0,0.25,50.0,L=5|m=2.0|d=0.25|c=50.0,6446,564.45,229.8,-334.65000000000003,170.42200000000005,166.808,-3.6140000000000327,9650.0,8800.0,-850.0,0.0,11.289,4.596,-6.6930000000000005,193.0,176.0,-17.0
5,2.0,0.35,3.0,L=5|m=2.0|d=0.35|c=3.0,6472,631.4,551.3,-80.10000000000002,71.744,68.64799999999995,-3.0960000000000463,4850.0,4600.0,-250.0,0.0191835618679319,12.628,11.026,-1.6020000000000003,97.0,92.0,-5.0
